Order_ID,Customer_ID,Category,Payment_Method,Order_Value,Discount_Percent,Est_Delivery_Days,Actual_Delivery_Days,Customer_Rating,Returned,City_Tier
ORD1313,CUST297,Beauty,UPI,1447.34,50,6,1.0,2.0,No,
ORD1314,CUST313, Beauty ,COD,4192.56,0,3,13.0,2.0,Yes,Tier 2
ORD1315,CUST238,Beauty,Credit Card,2989.24,10,7,8.0,4.0,No,Tier 3
ORD1316,CUST339,Books,UPI,1889.81,10,3,2.0,3.0,No,Tier 2
ORD1317,CUST243,Books,upi,424.69,15,3,6.0,3.0,No,
ORD1318,CUST196,Beauty,UPI,640.01,20,5,13.0,5.0,No,Tier 3
ORD1319,CUST300,Fashion,UPI,3325.31,5,7,1.0,2.0,No,Tier 1
ORD1320,CUST223,Home,Credit Card,502.82,0,7,5.0,5.0,Yes,Tier 3
ORD1321,CUST286,Home,upi,689.51,50,5,11.0,3.0,Yes,Tier 2
ORD1322,CUST169,Home,Credit Card,408.2,50,6,7.0,5.0,Yes,Tier 2
ORD1323,CUST307,Books,Debit Card,1891.02,50,5,13.0,5.0,No,Tier 2
ORD1324,CUST192,Books,COD,4523.13,0,7,10.0,1.0,No,Tier 1
ORD1325,CUST102,Fashion,Credit Card,669.95,50,7,1.0,4.0,Yes,Tier 1
ORD1326,CUST247, Home ,Debit Card,1167.7,50,6,2.0,3.0,No,Tier 3
ORD1327,CUST286,Home,,1709.08,20,5,7.0,5.0,No,Tier 3
ORD1328,CUST263,Beauty,Credit Card,11503.37,30,2,6.0,5.0,No,Tier 1
ORD1329,CUST246,Books,COD,366.08,30,2,3.0,4.0,No,Tier 3
ORD1330,CUST189,Home,COD,1235.44,15,6,14.0,4.0,No,Tier 3
ORD1331,CUST294,Fashion,Debit Card,929.49,15,5,10.0,4.0,No,Tier 2
ORD1332,CUST246,Fashion,UPI,3212.86,50,5,,5.0,No,Tier 1
ORD1333,CUST247,Home,Credit Card,1169.3,20,3,10.0,4.0,No,Tier 3
ORD1334,CUST195,Books,Credit Card,376.45,50,7,,3.0,No,Tier 2
ORD1335,CUST298, Fashion ,Credit Card,1709.42,15,4,,4.0,No,Tier 3
ORD1336,CUST151,Beauty,Credit Card,2409.61,0,6,7.0,2.0,No,Tier 3
ORD1337,CUST332, Fashion ,UPI,204.33,0,4,8.0,5.0,No,Tier 3
ORD1338,CUST260,Electronics,UPI,3138.03,5,4,2.0,1.0,No,Tier 2
ORD1339,CUST267,Electronics,UPI,508.73,30,6,10.0,4.0,No,Tier 1
ORD1340,CUST227,Books,Credit Card,1404.68,20,5,7.0,3.0,No,Tier 1
ORD1341,CUST138,Home,UPI,1006.26,10,6,8.0,3.0,No,Tier 1
ORD1342,CUST181,Books,COD,2107.6,30,4,6.0,4.0,No,Tier 1
ORD1343,CUST203,Books,Credit Card,895.82,10,7,6.0,,No,Tier 2
ORD1344,CUST228, Books ,upi,3257.6,5,7,10.0,5.0,No,Tier 2
ORD1345,CUST110,Books,COD,2166.76,5,7,1.0,3.0,No,Tier 3
ORD1346,CUST319,Beauty,Credit Card,1764.96,50,5,4.0,3.0,No,Tier 1
ORD1347,CUST284,Beauty,COD,2586.22,15,2,,5.0,No,Tier 2
ORD1348,CUST316,Fashion,UPI,2303.78,5,6,1.0,4.0,No,Tier 1
ORD1349,CUST277,Electronics,,254.9,5,7,4.0,3.0,No,Tier 1
ORD1350,CUST250, Books ,UPI,953.13,10,6,2.0,5.0,No,Tier 1
ORD1351,CUST258,Fashion,UPI,4206.29,15,7,11.0,5.0,No,Tier 2
ORD1352,CUST321,Electronics,UPI,401.54,5,5,13.0,,No,Tier 1
ORD1353,CUST141,Home,UPI,2203.95,30,2,5.0,,No,Tier 2
ORD1354,CUST198,Beauty,Debit Card,5709.03,5,2,10.0,5.0,Yes,Tier 1
ORD1355,CUST106,Electronics,Debit Card,280.42,15,7,14.0,2.0,No,Tier 3
ORD1356,CUST243,Home,UPI,1919.47,50,5,,2.0,No,Tier 3
ORD1357,CUST189,Electronics,Debit Card,1147.1,20,3,11.0,4.0,No,Tier 3
ORD1358,CUST211,Beauty,Credit Card,1498.31,15,6,12.0,4.0,Yes,Tier 3
ORD1359,CUST348,Beauty,Credit Card,333.81,10,6,10.0,4.0,No,Tier 3
ORD1360,CUST343,Fashion,,265.94,20,4,3.0,4.0,Yes,Tier 3
ORD1361,CUST159,Books,UPI,1848.82,30,5,8.0,4.0,No,Tier 2
ORD1362,CUST212,Electronics,Credit Card,2800.03,0,4,3.0,4.0,No,Tier 1
ORD1363,CUST101,Electronics,Credit Card,2485.0,15,7,6.0,1.0,No,Tier 1
ORD1364,CUST228,Home,Credit Card,1377.25,50,4,4.0,3.0,No,Tier 1
ORD1365,CUST147,Beauty,upi,357.82,10,2,8.0,4.0,No,Tier 2
ORD1366,CUST239,Electronics,UPI,1947.34,30,6,11.0,5.0,No,Tier 2
ORD1367,CUST296,Beauty,upi,615.39,20,4,6.0,3.0,Yes,Tier 3
ORD1368,CUST136,Electronics,UPI,3829.84,30,2,8.0,4.0,No,Tier 3
ORD1369,CUST259, Fashion ,UPI,2932.7,15,5,1.0,5.0,No,Tier 1
ORD1370,CUST346,Books,UPI,2053.62,5,4,6.0,4.0,No,Tier 2
ORD1371,CUST108,Electronics,Debit Card,4659.37,50,7,,1.0,No,Tier 3
ORD1372,CUST332,Beauty,Credit Card,247.89,15,7,1.0,4.0,No,Tier 1
ORD1373,CUST198,Fashion,COD,2198.85,0,7,8.0,3.0,Yes,Tier 2
ORD1374,CUST246,Electronics,COD,801.26,15,6,7.0,,No,Tier 1
ORD1375,CUST147, Home ,UPI,3747.74,20,4,3.0,2.0,No,Tier 2
ORD1376,CUST307,Books,upi,665.25,20,5,6.0,5.0,No,Tier 1
ORD1377,CUST230,Electronics,COD,2135.69,15,4,,2.0,No,Tier 3
ORD1378,CUST247,Fashion,Debit Card,3351.27,20,6,7.0,4.0,No,Tier 2
ORD1379,CUST251,Home,Credit Card,263.82,5,2,12.0,4.0,No,Tier 1
ORD1380,CUST153,Fashion,UPI,960.37,30,6,3.0,3.0,No,Tier 1
ORD1381,CUST219, Fashion ,UPI,2355.18,15,7,14.0,4.0,No,Tier 2
ORD1382,CUST260,Home,Credit Card,1110.23,50,2,14.0,3.0,Yes,Tier 3
ORD1383,CUST251,Fashion,Credit Card,666.43,5,7,13.0,4.0,Yes,Tier 2
ORD1384,CUST215,Home,COD,572.32,30,3,6.0,4.0,No,Tier 2
ORD1385,CUST174,Electronics,Credit Card,411.51,50,6,11.0,4.0,No,Tier 1
ORD1386,CUST212,Home,UPI,3118.73,50,6,4.0,5.0,No,Tier 2
ORD1387,CUST299,Home,upi,1484.75,50,5,14.0,4.0,No,Tier 2
ORD1388,CUST263,Books,COD,319.19,30,4,13.0,4.0,No,Tier 2
ORD1389,CUST265, Home ,Credit Card,923.31,5,2,3.0,1.0,No,Tier 1
ORD1390,CUST203, Home ,COD,887.67,50,2,9.0,4.0,No,Tier 2
ORD1391,CUST183,Electronics,Credit Card,500.86,50,5,10.0,5.0,No,Tier 2
ORD1392,CUST326,Books,Credit Card,1057.74,10,5,2.0,3.0,No,Tier 3
ORD1393,CUST211,Beauty,Debit Card,805.42,15,4,1.0,5.0,No,Tier 3
ORD1394,CUST316,Electronics,UPI,827.38,30,7,14.0,3.0,No,Tier 2
ORD1395,CUST198,Electronics,UPI,2215.0,30,4,2.0,5.0,No,Tier 2
ORD1396,CUST252, Beauty ,UPI,578.98,20,6,7.0,2.0,No,Tier 1
ORD1397,CUST192, Home ,,1740.25,30,7,10.0,5.0,Yes,Tier 3
ORD1398,CUST245, Fashion ,Credit Card,1468.22,5,3,1.0,4.0,No,Tier 1
ORD1399,CUST227,Books,UPI,1459.32,30,4,6.0,3.0,No,Tier 1
ORD1400,CUST209,Fashion,COD,1831.54,10,5,14.0,3.0,No,Tier 1
ORD1401,CUST181,Beauty,Debit Card,1392.38,15,7,7.0,4.0,Yes,Tier 3
ORD1402,CUST293, Electronics ,Credit Card,3371.11,15,4,9.0,,No,Tier 1
ORD1403,CUST153,Electronics,UPI,1888.57,30,2,14.0,3.0,No,Tier 2
ORD1404,CUST262,Books,Credit Card,1387.67,50,3,8.0,2.0,No,Tier 2
ORD1405,CUST307,Electronics,Credit Card,2855.85,0,6,6.0,4.0,No,Tier 1
ORD1406,CUST288, Electronics ,COD,1597.66,0,2,3.0,4.0,No,Tier 1
ORD1407,CUST268,Books,Credit Card,716.15,50,2,,4.0,Yes,Tier 3
ORD1408,CUST327,Books,Credit Card,548.08,50,3,7.0,5.0,No,Tier 3
ORD1409,CUST260,Beauty,Debit Card,447.89,50,6,3.0,3.0,No,Tier 1
ORD1410,CUST167,Electronics,Debit Card,3645.73,5,5,9.0,,No,Tier 3
ORD1411,CUST132,Electronics,Debit Card,2057.51,0,7,12.0,4.0,No,Tier 2
ORD1412,CUST241,Beauty,Credit Card,4355.97,50,6,2.0,2.0,No,Tier 1
ORD1413,CUST120,Home,,1586.83,5,4,3.0,5.0,No,Tier 2
ORD1414,CUST147,Home,Credit Card,1161.97,20,2,2.0,4.0,No,Tier 3
ORD1415,CUST247,Home,Credit Card,292.36,5,4,13.0,4.0,No,Tier 2
ORD1416,CUST347,Beauty,Debit Card,1870.48,0,5,1.0,4.0,No,Tier 1
ORD1417,CUST227,Electronics,,1509.16,30,4,4.0,3.0,No,Tier 3
ORD1418,CUST235,Beauty,,7139.42,20,6,5.0,4.0,No,Tier 2
ORD1419,CUST234, Beauty ,COD,610.0,0,4,13.0,5.0,No,
ORD1420,CUST294, Home ,UPI,1334.89,5,5,6.0,3.0,No,Tier 2
ORD1421,CUST244,Fashion,,1778.84,10,5,5.0,4.0,No,Tier 2
ORD1422,CUST227,Electronics,UPI,1751.73,15,5,1.0,5.0,No,Tier 3
ORD1423,CUST132,Home,UPI,1435.89,0,6,3.0,,No,Tier 2
ORD1424,CUST275,Fashion,UPI,2450.39,50,5,1.0,4.0,Yes,Tier 1
ORD1425,CUST303,Fashion,Credit Card,544.08,5,2,11.0,4.0,No,Tier 2
ORD1426,CUST286,,UPI,2139.9,50,5,5.0,4.0,No,Tier 2
ORD1427,CUST214, Electronics ,upi,1650.33,50,4,5.0,,Yes,Tier 1
ORD1428,CUST313,Fashion,Credit Card,3596.13,50,7,12.0,5.0,No,Tier 2
ORD1429,CUST218,Home,Credit Card,3017.88,50,4,11.0,3.0,No,Tier 3
ORD1430,CUST121, Books ,UPI,767.83,50,7,13.0,4.0,No,Tier 1
ORD1431,CUST337,Electronics,COD,684.94,20,4,6.0,4.0,No,Tier 2
ORD1432,CUST257,Beauty,UPI,6197.46,0,6,8.0,5.0,No,Tier 1
ORD1433,CUST137,Home,Debit Card,1323.83,0,4,10.0,4.0,No,Tier 1
ORD1434,CUST329,Fashion,Credit Card,3753.42,15,6,12.0,5.0,No,Tier 1
ORD1435,CUST208,,Debit Card,468.48,5,6,1.0,,No,Tier 1
ORD1436,CUST150,Home,UPI,1744.27,10,5,4.0,2.0,Yes,Tier 3
ORD1437,CUST281,Fashion,COD,2689.99,20,2,10.0,3.0,No,Tier 1
ORD1438,CUST107, Books ,Debit Card,4617.42,5,7,11.0,4.0,No,Tier 2
ORD1439,CUST126,Electronics,Credit Card,817.24,20,5,1.0,4.0,No,Tier 1
ORD1440,CUST126,Books,Credit Card,2136.37,0,5,9.0,1.0,No,Tier 3
ORD1441,CUST325,Fashion,Credit Card,1360.93,50,6,11.0,2.0,No,Tier 2
ORD1442,CUST120,Beauty,UPI,293.82,15,6,7.0,5.0,Yes,Tier 2
ORD1443,CUST129,Electronics,Credit Card,1956.77,15,7,7.0,5.0,No,Tier 1
ORD1444,CUST196,Electronics,Debit Card,1957.24,30,4,12.0,4.0,No,Tier 1
ORD1445,CUST127, Home ,UPI,4201.95,10,4,5.0,4.0,No,Tier 1
ORD1446,CUST210,Home,Credit Card,1231.68,15,5,7.0,3.0,Yes,Tier 3
ORD1447,CUST291,Beauty,Credit Card,592.54,50,3,12.0,5.0,No,Tier 2
ORD1448,CUST324,Electronics,Credit Card,268.38,0,3,2.0,5.0,No,Tier 2
ORD1449,CUST296,Beauty,COD,1005.86,10,4,14.0,4.0,No,Tier 2
ORD1450,CUST160,Home,Credit Card,739.13,5,3,13.0,3.0,No,Tier 1
ORD1451,CUST147,Home,Debit Card,2347.49,50,4,4.0,2.0,No,Tier 2
ORD1452,CUST246,Electronics,COD,856.06,50,6,14.0,2.0,No,Tier 2
ORD1453,CUST103,Books,Debit Card,4665.99,15,5,14.0,4.0,No,Tier 2
ORD1454,CUST134,Fashion,COD,5117.55,10,2,7.0,5.0,No,Tier 2
ORD1455,CUST291,Home,UPI,1654.97,0,5,3.0,5.0,No,Tier 1
ORD1456,CUST148,Home,upi,4160.45,30,4,,4.0,No,Tier 1
ORD1457,CUST116,Books,Credit Card,2346.02,20,4,10.0,5.0,No,Tier 3
ORD1458,CUST271,Books,Credit Card,1387.33,20,5,2.0,,No,Tier 2
ORD1459,CUST319,Beauty,Debit Card,498.24,0,7,13.0,3.0,No,Tier 1
ORD1460,CUST257,Beauty,upi,1120.39,0,4,1.0,4.0,Yes,Tier 3
ORD1461,CUST320,Fashion,COD,1434.45,20,3,5.0,,No,Tier 1
ORD1462,CUST145,Fashion,Credit Card,3192.23,30,3,12.0,4.0,No,Tier 3
ORD1463,CUST216,Electronics,Credit Card,1184.74,10,4,6.0,,No,Tier 3
ORD1464,CUST105,Beauty,upi,3619.4,20,4,6.0,,No,Tier 3
ORD1465,CUST198,Home,Credit Card,1882.89,0,7,9.0,5.0,No,Tier 3
ORD1466,CUST223, Beauty ,COD,421.01,15,3,4.0,5.0,Yes,Tier 1
ORD1467,CUST332,Home,,8141.9,5,4,1.0,5.0,No,Tier 1
ORD1468,CUST136,Books,UPI,1323.73,30,4,6.0,5.0,No,Tier 2
ORD1469,CUST123,Beauty,UPI,946.02,50,7,5.0,4.0,No,Tier 1
ORD1470,CUST192,Books,UPI,1814.31,30,7,,2.0,No,
ORD1471,CUST340,Fashion,Credit Card,372.94,15,5,6.0,4.0,No,Tier 2
ORD1472,CUST145,Fashion,COD,1718.12,15,7,,5.0,No,Tier 1
ORD1473,CUST280,Electronics,UPI,1234.44,50,2,2.0,2.0,No,Tier 3
ORD1474,CUST194,Beauty,COD,983.02,0,3,6.0,1.0,No,Tier 3
ORD1475,CUST198,Books,Credit Card,4787.05,20,5,13.0,3.0,No,Tier 3
ORD1476,CUST287,Home,upi,1308.91,10,2,1.0,5.0,No,Tier 2
ORD1477,CUST324,Fashion,UPI,571.0,30,4,7.0,,No,Tier 3
ORD1478,CUST215,Fashion,Credit Card,1121.4,50,4,7.0,,No,Tier 3
ORD1479,CUST290,Home,Credit Card,3977.15,30,5,10.0,4.0,No,Tier 2
ORD1480,CUST312,Books,Debit Card,490.55,15,7,13.0,5.0,Yes,Tier 1
ORD1481,CUST259,Books,Debit Card,561.12,20,4,7.0,5.0,No,Tier 3
ORD1482,CUST314,Beauty,COD,219.67,30,6,12.0,4.0,Yes,Tier 3
ORD1483,CUST260,,Credit Card,221.44,10,5,11.0,4.0,No,Tier 2
ORD1484,CUST166,Electronics,Credit Card,2852.58,15,2,10.0,3.0,No,Tier 1
ORD1485,CUST227,Fashion,UPI,2175.84,10,5,1.0,,No,Tier 2
ORD1486,CUST117,Beauty,UPI,857.85,20,3,,4.0,No,Tier 1
ORD1487,CUST124,Books,UPI,1997.54,30,7,13.0,4.0,No,Tier 3
ORD1488,CUST333,Home,upi,954.3,5,7,7.0,5.0,No,Tier 3
ORD1489,CUST322,Books,upi,4783.12,30,5,11.0,4.0,No,Tier 1
ORD1490,CUST153,Fashion,upi,5319.27,20,4,9.0,3.0,No,Tier 2
ORD1491,CUST157,Books,COD,948.33,30,4,5.0,4.0,No,Tier 1
ORD1492,CUST166,Electronics,UPI,3088.5,50,6,13.0,1.0,No,Tier 2
ORD1493,CUST203,Fashion,UPI,2424.8,30,6,2.0,5.0,No,Tier 1
ORD1494,CUST273,Home,UPI,756.6,0,7,7.0,4.0,No,Tier 2
ORD1495,CUST123,Electronics,COD,596.03,30,6,10.0,4.0,No,Tier 1
ORD1496,CUST213,Fashion,Credit Card,1119.38,30,2,1.0,4.0,Yes,Tier 1
ORD1497,CUST131,Home,UPI,2480.42,10,6,7.0,4.0,No,Tier 1
ORD1498,CUST274, Electronics ,Credit Card,5034.62,5,2,6.0,4.0,No,Tier 1
ORD1499,CUST185,Electronics,UPI,2363.21,10,6,7.0,5.0,No,Tier 2
ORD1500,CUST250,Fashion,COD,3098.68,10,7,14.0,5.0,No,Tier 1
ORD1501,CUST293,Beauty,COD,1585.97,15,7,13.0,5.0,No,Tier 2
ORD1502,CUST226,,Credit Card,2906.43,0,2,10.0,5.0,No,Tier 3
ORD1503,CUST254,Electronics,upi,2501.64,10,5,3.0,3.0,No,Tier 3
ORD1504,CUST333,Home,Debit Card,909.78,50,7,3.0,4.0,Yes,Tier 3
ORD1505,CUST229,Books,Credit Card,1404.41,20,5,7.0,,No,Tier 3
ORD1506,CUST317,Fashion,Credit Card,2650.24,50,4,13.0,4.0,No,Tier 1
ORD1507,CUST116,Fashion,Credit Card,270.73,20,2,2.0,2.0,No,Tier 1
ORD1508,CUST203,Beauty,Credit Card,2676.01,30,7,1.0,4.0,No,Tier 2
ORD1509,CUST260,Beauty,upi,493.82,15,3,9.0,2.0,No,Tier 3
ORD1510,CUST236,Fashion,UPI,1284.43,0,4,9.0,3.0,No,Tier 3
ORD1511,CUST142,Beauty,COD,2677.54,50,5,7.0,,No,Tier 1
ORD1512,CUST345,Home,UPI,639.18,0,7,7.0,4.0,No,Tier 1
ORD1513,CUST275,,Credit Card,623.16,50,2,3.0,3.0,Yes,Tier 1
ORD1514,CUST138,Beauty,UPI,973.17,30,6,,,No,Tier 2
ORD1515,CUST320,,Credit Card,3575.6,20,3,,,No,Tier 2
ORD1516,CUST269,Books,,200.66,5,5,11.0,4.0,No,Tier 1
ORD1517,CUST346,Electronics,upi,3674.77,15,4,7.0,3.0,No,Tier 2
ORD1518,CUST125, Fashion ,UPI,450.51,50,2,9.0,5.0,No,Tier 2
ORD1519,CUST198,Electronics,Debit Card,7120.77,50,3,1.0,5.0,No,Tier 2
ORD1520,CUST149,Beauty,Credit Card,4846.55,30,2,13.0,5.0,No,Tier 1
ORD1521,CUST252,Electronics,Credit Card,1223.83,15,7,14.0,5.0,No,Tier 3
ORD1522,CUST251, Fashion ,Credit Card,1278.38,20,6,4.0,5.0,No,Tier 2
ORD1523,CUST112,Books,UPI,1185.37,20,4,6.0,3.0,No,Tier 3
ORD1524,CUST159,Beauty,Credit Card,1713.61,50,2,7.0,5.0,No,Tier 3
ORD1525,CUST349,Fashion,UPI,342.66,5,5,10.0,4.0,No,Tier 1
ORD1526,CUST234,Beauty,UPI,249.74,5,7,7.0,5.0,Yes,Tier 1
ORD1527,CUST156, Home ,UPI,289.15,0,7,10.0,4.0,Yes,Tier 2
ORD1528,CUST135,Electronics,,1081.47,15,4,2.0,2.0,No,Tier 1
ORD1529,CUST272,Home,Credit Card,683.51,15,7,14.0,4.0,No,Tier 3
ORD1530,CUST119,Fashion,upi,1659.45,20,5,4.0,4.0,No,Tier 2
ORD1531,CUST164,Books,Debit Card,7527.78,0,2,5.0,4.0,No,Tier 3
ORD1532,CUST107,Beauty,UPI,932.43,30,4,14.0,4.0,No,Tier 1
ORD1533,CUST337,Electronics,,1479.42,15,7,12.0,4.0,No,Tier 1
ORD1534,CUST243, Beauty ,upi,1005.76,0,7,1.0,5.0,No,Tier 2
ORD1535,CUST241,Fashion,Debit Card,3018.64,0,5,1.0,2.0,Yes,Tier 1
ORD1536,CUST303,Beauty,UPI,3687.8,50,6,10.0,5.0,No,Tier 2
ORD1537,CUST214,Electronics,COD,3347.7,20,6,3.0,5.0,No,Tier 3
ORD1538,CUST314,Fashion,Credit Card,5696.12,0,7,10.0,5.0,No,Tier 1
ORD1539,CUST242,Beauty,UPI,241.86,5,2,3.0,4.0,No,Tier 2
ORD1540,CUST191,Books,Debit Card,2947.15,5,4,12.0,,No,Tier 1
ORD1541,CUST197,Fashion,Credit Card,2290.11,10,7,8.0,3.0,No,Tier 1
ORD1542,CUST165,Fashion,upi,589.51,20,3,9.0,1.0,Yes,Tier 3
ORD1543,CUST131,Books,Debit Card,4896.3,50,4,14.0,4.0,No,Tier 3
ORD1544,CUST314,Home,UPI,440.57,30,6,11.0,1.0,No,Tier 2
ORD1545,CUST290,Electronics,Credit Card,1907.04,10,7,12.0,,No,Tier 3
ORD1546,CUST185,Home,Credit Card,582.13,5,5,1.0,3.0,No,Tier 2
ORD1547,CUST150,Beauty,UPI,1046.82,50,3,14.0,5.0,No,Tier 1
ORD1548,CUST252,Books,COD,2104.95,10,7,11.0,5.0,Yes,Tier 1
ORD1549,CUST285,Home,Credit Card,1442.85,20,2,2.0,3.0,No,Tier 3
ORD1550,CUST162,Fashion,UPI,1036.62,50,3,10.0,4.0,No,Tier 1
ORD1551,CUST289,Beauty,Debit Card,792.54,20,7,2.0,1.0,No,Tier 2
ORD1552,CUST224,Beauty,Credit Card,2945.68,0,2,4.0,4.0,Yes,Tier 2
ORD1553,CUST249, Home ,Debit Card,432.9,15,3,2.0,1.0,No,Tier 2
ORD1554,CUST157, Home ,Credit Card,1043.45,0,2,7.0,,No,Tier 2
ORD1555,CUST157,Books,upi,3711.33,20,2,13.0,,No,Tier 1
ORD1556,CUST185,Electronics,UPI,3004.74,50,3,9.0,3.0,No,Tier 1
ORD1557,CUST148,Home,Credit Card,968.59,5,3,,3.0,No,Tier 2
ORD1558,CUST279,Home,UPI,2360.23,30,2,12.0,5.0,No,Tier 2
ORD1559,CUST269,Fashion,UPI,2798.77,5,6,6.0,3.0,No,Tier 2
ORD1560,CUST169,Beauty,COD,3495.82,50,3,10.0,5.0,No,Tier 2
ORD1561,CUST114, Electronics ,Debit Card,1379.56,0,7,1.0,4.0,No,Tier 1
ORD1562,CUST153,Fashion,Debit Card,543.1,30,4,11.0,4.0,No,Tier 3
ORD1563,CUST334,Books,Credit Card,642.18,50,5,,5.0,No,Tier 2
ORD1564,CUST287,Books,Credit Card,725.81,20,2,9.0,4.0,No,Tier 1
ORD1565,CUST200,Home,Credit Card,1551.37,5,2,5.0,,No,Tier 2
ORD1566,CUST324, Home ,UPI,250.04,20,5,11.0,,No,Tier 3
ORD1567,CUST107,Books,COD,1716.08,30,6,5.0,3.0,No,Tier 3
ORD1568,CUST152,Home,UPI,879.67,30,5,6.0,1.0,No,Tier 1
ORD1569,CUST159,Electronics,Credit Card,724.85,5,3,9.0,,No,Tier 2
ORD1570,CUST335,Home,UPI,3374.12,20,5,13.0,,Yes,Tier 1
ORD1571,CUST207,Beauty,COD,1124.29,10,2,8.0,2.0,Yes,Tier 1
ORD1572,CUST104,Home,Debit Card,349.82,20,5,8.0,5.0,No,Tier 2
ORD1573,CUST202,Fashion,COD,2829.5,30,4,14.0,4.0,No,Tier 2
ORD1574,CUST295,Electronics,Credit Card,273.22,20,7,8.0,3.0,No,Tier 2
ORD1575,CUST105,Fashion,Credit Card,2146.05,50,3,1.0,5.0,No,Tier 1
ORD1576,CUST208,,COD,2430.21,0,5,1.0,3.0,No,Tier 1
ORD1577,CUST323,Beauty,Debit Card,852.19,10,2,8.0,,No,Tier 2
ORD1578,CUST215,Electronics,UPI,2812.64,15,7,5.0,3.0,No,Tier 1
ORD1579,CUST193, Electronics ,Debit Card,1287.45,50,3,9.0,4.0,No,Tier 1
ORD1580,CUST146,Electronics,COD,1133.46,0,2,2.0,3.0,No,Tier 1
ORD1581,CUST198,Electronics,Debit Card,269.7,15,6,9.0,4.0,No,Tier 1
ORD1582,CUST154,Electronics,Debit Card,713.8,5,4,12.0,5.0,No,Tier 1
ORD1583,CUST267,Beauty,UPI,4210.69,15,6,14.0,3.0,Yes,Tier 2
ORD1584,CUST151,Home,UPI,945.94,50,4,8.0,4.0,Yes,Tier 1
ORD1585,CUST243,Fashion,UPI,1386.8,20,5,9.0,4.0,Yes,Tier 1
ORD1586,CUST112,Electronics,COD,1339.0,50,3,4.0,2.0,No,Tier 2
ORD1587,CUST213,Home,COD,1538.98,15,5,1.0,5.0,No,Tier 1
ORD1588,CUST223,Home,COD,294.94,30,4,1.0,4.0,No,Tier 2
ORD1589,CUST205,Fashion,Credit Card,874.54,0,4,5.0,4.0,No,Tier 1
ORD1590,CUST257,Beauty,Debit Card,2126.3,0,4,2.0,4.0,No,Tier 1
ORD1591,CUST246,Books,COD,535.77,15,7,14.0,4.0,No,Tier 1
ORD1592,CUST244,Books,Debit Card,541.44,0,2,8.0,2.0,No,Tier 1
ORD1593,CUST219,Home,COD,215.21,30,3,10.0,4.0,Yes,Tier 2
ORD1594,CUST162,Fashion,COD,1063.0,50,5,11.0,4.0,No,Tier 3
ORD1595,CUST118,Books,UPI,3414.97,0,5,5.0,5.0,No,Tier 1
ORD1596,CUST191,Home,UPI,279.94,15,6,5.0,5.0,Yes,Tier 1
ORD1597,CUST157,Beauty,Credit Card,518.15,10,4,2.0,4.0,No,Tier 2
ORD1598,CUST282,Books,UPI,756.78,10,4,7.0,2.0,No,Tier 2
ORD1599,CUST189,Home,Debit Card,2173.61,5,4,,3.0,No,Tier 3
ORD1600,CUST328,Home,COD,1735.13,0,5,8.0,3.0,Yes,Tier 1
ORD1601,CUST317,Electronics,Credit Card,1006.64,50,6,10.0,2.0,Yes,Tier 3
ORD1602,CUST216,Beauty,Credit Card,2334.87,15,2,13.0,4.0,No,Tier 1
ORD1603,CUST161,Electronics,Debit Card,1610.99,0,7,1.0,3.0,Yes,Tier 1
ORD1604,CUST122,Fashion,,3595.64,20,3,2.0,3.0,No,Tier 3
ORD1605,CUST226,Electronics,Credit Card,2755.84,30,2,10.0,2.0,No,Tier 2
ORD1606,CUST236,Electronics,Credit Card,637.16,0,5,4.0,1.0,Yes,Tier 2
ORD1607,CUST239,Books,Credit Card,675.03,0,7,5.0,2.0,No,Tier 2
ORD1608,CUST344,Home,Credit Card,400.91,10,7,13.0,3.0,No,Tier 2
ORD1609,CUST228,Beauty,UPI,816.39,30,7,2.0,4.0,Yes,Tier 1
ORD1610,CUST157,Electronics,UPI,11739.26,15,4,,4.0,No,Tier 2
ORD1611,CUST221,Beauty,,980.69,0,3,9.0,3.0,No,Tier 1
ORD1612,CUST100,Electronics,UPI,573.63,10,5,14.0,4.0,No,Tier 3
ORD1613,CUST338,Fashion,Debit Card,2356.27,5,5,1.0,4.0,No,Tier 3
ORD1614,CUST133,Electronics,Credit Card,1372.87,30,7,13.0,3.0,No,Tier 1
ORD1615,CUST195,Books,Credit Card,443.08,10,5,4.0,1.0,No,Tier 1
ORD1616,CUST225,Home,Debit Card,918.72,10,3,2.0,4.0,No,Tier 1
ORD1617,CUST217,Fashion,Credit Card,1002.86,50,3,11.0,5.0,No,Tier 1
ORD1618,CUST147,Electronics,UPI,2302.6,10,6,4.0,3.0,No,Tier 3
ORD1619,CUST188,Beauty,UPI,231.33,50,6,8.0,3.0,No,Tier 1
ORD1620,CUST331,Fashion,Debit Card,670.05,0,2,8.0,5.0,Yes,Tier 1
ORD1621,CUST336,Fashion,Credit Card,1293.46,0,3,11.0,3.0,No,Tier 3
ORD1622,CUST216,Electronics,UPI,669.7,5,3,12.0,3.0,No,Tier 3
ORD1623,CUST228,Fashion,Debit Card,1685.04,20,3,9.0,5.0,Yes,Tier 2
ORD1624,CUST115,Beauty,Credit Card,1186.29,20,6,13.0,5.0,No,Tier 2
ORD1625,CUST288,Fashion,Debit Card,873.44,20,7,11.0,4.0,Yes,Tier 2
ORD1626,CUST330,Beauty,Debit Card,4670.04,50,7,12.0,4.0,Yes,
