Order_ID,Customer_ID,Category,Payment_Method,Order_Value,Discount_Percent,Est_Delivery_Days,Actual_Delivery_Days,Customer_Rating,Returned,City_Tier,Delivery_Delay,Fulfillment_Status,High_Value_Order,Net_Revenue,Customer_Segmentation
ORD1199,CUST321,Books,UPI,574.13,5,4,7.0,2.0,No,Tier 2,3.0,Severe Delay,Normal Order,545.42,Standard Order
ORD1200,CUST328,Electronics,COD,2186.56,20,2,7.0,2.0,No,Tier 2,5.0,Severe Delay,Normal Order,1749.25,Standard Order
ORD1203,CUST336, Fashion ,DEBIT CARD,246.54,15,4,7.0,4.0,No,Tier 1,3.0,Severe Delay,Normal Order,209.56,Standard Order
ORD1204,CUST242,Home,UPI,3284.15,10,6,7.0,5.0,Yes,Tier 3,1.0,Unknown Status,Normal Order,2955.74,Standard Order
ORD1205,CUST270,Fashion,CREDIT CARD,1323.71,50,3,7.0,4.0,Yes,Tier 2,4.0,Severe Delay,Normal Order,661.86,High Risk Transaction
ORD1206,CUST128,Home,UPI,1701.73,10,4,7.0,3.0,No,Tier 3,3.0,Severe Delay,Normal Order,1531.56,Standard Order
ORD1207,CUST135,Beauty,CREDIT CARD,1751.22,30,5,7.0,4.0,No,Tier 1,2.0,Unknown Status,Normal Order,1225.85,Loyal & Satisfied
ORD1208,CUST112,Books,CREDIT CARD,2770.51,5,3,7.0,5.0,No,Tier 3,4.0,Severe Delay,Normal Order,2631.98,Loyal & Satisfied
ORD1209,CUST259,Beauty,DEBIT CARD,808.36,50,3,7.0,4.0,No,Tier 1,4.0,Severe Delay,Normal Order,404.18,Standard Order
ORD1210,CUST170,Fashion,UPI,2181.05,15,3,7.0,4.0,Yes,Tier 2,4.0,Severe Delay,Normal Order,1853.89,Standard Order
ORD1211,CUST286,Books,DEBIT CARD,1328.0,20,5,7.0,5.0,No,Tier 3,2.0,Unknown Status,Normal Order,1062.4,Loyal & Satisfied
ORD1213,CUST185,Books,UPI,7191.98,10,7,7.0,4.0,No,Tier 1,0.0,On-Time,High Value Order,6472.78,Loyal & Satisfied
ORD1214,CUST127,Electronics,UPI,535.94,20,6,7.0,4.0,No,Tier 1,1.0,Unknown Status,Normal Order,428.75,Standard Order
ORD1215,CUST165, Books ,CREDIT CARD,8045.61,10,4,7.0,5.0,No,Tier 1,3.0,Severe Delay,High Value Order,7241.05,Loyal & Satisfied
ORD1216,CUST269, Electronics ,DEBIT CARD,341.16,20,2,7.0,1.0,No,Tier 2,5.0,Severe Delay,Normal Order,272.93,Standard Order
ORD1218,CUST161,Electronics,UPI,267.75,5,6,7.0,5.0,No,Tier 2,1.0,Unknown Status,Normal Order,254.36,Standard Order
ORD1219,CUST284,Fashion,COD,827.33,15,5,7.0,5.0,No,Tier 2,2.0,Unknown Status,Normal Order,703.23,Standard Order
ORD1220,CUST344,Beauty,UPI,1703.21,30,3,7.0,3.0,Yes,Tier 2,4.0,Severe Delay,Normal Order,1192.25,High Risk Transaction
ORD1221,CUST233,Home,CREDIT CARD,307.29,0,3,7.0,5.0,Yes,Tier 1,4.0,Severe Delay,Normal Order,307.29,Standard Order
ORD1222,CUST127,Books,COD,208.52,5,5,7.0,4.0,Yes,Tier 1,2.0,Unknown Status,Normal Order,198.09,Standard Order
ORD1225,CUST143,Home,CREDIT CARD,2684.66,0,4,7.0,2.0,No,Tier 2,3.0,Severe Delay,Normal Order,2684.66,Standard Order
ORD1226,CUST183,Electronics,COD,3436.74,30,5,7.0,2.0,No,Tier 1,2.0,Unknown Status,Normal Order,2405.72,Standard Order
ORD1227,CUST129,Fashion,CREDIT CARD,2006.13,10,2,7.0,2.0,No,Tier 2,5.0,Severe Delay,Normal Order,1805.52,Standard Order
ORD1228,CUST289,Fashion,UPI,365.4,10,5,7.0,2.0,No,Tier 2,2.0,Unknown Status,Normal Order,328.86,Standard Order
ORD1229,CUST174,Beauty,UPI,963.99,20,6,7.0,5.0,No,Tier 1,1.0,Unknown Status,Normal Order,771.19,Standard Order
ORD1230,CUST227,Fashion,CREDIT CARD,2126.42,5,3,7.0,2.0,No,Tier 1,4.0,Severe Delay,Normal Order,2020.1,Standard Order
ORD1231,CUST349,Books,COD,693.45,10,3,7.0,3.0,No,Tier 2,4.0,Severe Delay,Normal Order,624.1,Standard Order
ORD1232,CUST346,Fashion,UPI,1944.28,50,3,7.0,2.0,No,Tier 1,4.0,Severe Delay,Normal Order,972.14,Standard Order
ORD1233,CUST191,Beauty,UPI,237.21,30,5,7.0,3.0,No,Tier 1,2.0,Unknown Status,Normal Order,166.05,Standard Order
ORD1234,CUST316,Fashion,CREDIT CARD,748.22,5,5,7.0,2.0,No,Tier 2,2.0,Unknown Status,Normal Order,710.81,Standard Order
ORD1235,CUST330,Books,CREDIT CARD,1394.87,50,4,7.0,5.0,No,Tier 1,3.0,Severe Delay,Normal Order,697.44,Loyal & Satisfied
ORD1236,CUST289,Electronics,DEBIT CARD,1699.87,10,3,7.0,3.0,No,Tier 3,4.0,Severe Delay,Normal Order,1529.88,Standard Order
ORD1237,CUST324,Beauty,UPI,1490.72,20,4,7.0,5.0,No,Tier 2,3.0,Severe Delay,Normal Order,1192.58,Loyal & Satisfied
ORD1238,CUST228,Electronics,UPI,1994.78,15,3,7.0,5.0,Yes,Tier 1,4.0,Severe Delay,Normal Order,1695.56,Standard Order
ORD1239,CUST220,Electronics,COD,209.16,20,4,7.0,1.0,No,Tier 2,3.0,Severe Delay,Normal Order,167.33,Standard Order
ORD1240,CUST126,Electronics,DEBIT CARD,359.61,50,4,7.0,5.0,No,Tier 2,3.0,Severe Delay,Normal Order,179.8,Standard Order
ORD1242,CUST220,Home,UPI,1917.37,10,4,7.0,3.0,No,Tier 1,3.0,Severe Delay,Normal Order,1725.63,Standard Order
ORD1243,CUST215, Electronics ,UPI,379.75,50,5,7.0,1.0,No,Tier 1,2.0,Unknown Status,Normal Order,189.88,Standard Order
ORD1244,CUST304,Beauty,COD,2968.45,0,4,7.0,4.0,No,Tier 1,3.0,Severe Delay,Normal Order,2968.45,Loyal & Satisfied
ORD1245,CUST332,Books,UPI,616.07,0,3,7.0,4.0,No,Tier 1,4.0,Severe Delay,Normal Order,616.07,Standard Order
ORD1246,CUST102,Books,CREDIT CARD,1175.88,30,4,7.0,5.0,No,Tier 1,3.0,Severe Delay,Normal Order,823.12,Standard Order
ORD1247,CUST202,Fashion,UPI,435.33,5,2,7.0,4.0,No,Tier 1,5.0,Severe Delay,Normal Order,413.56,Standard Order
ORD1248,CUST297,Beauty,DEBIT CARD,2057.38,30,7,7.0,5.0,Yes,Tier 2,0.0,On-Time,Normal Order,1440.17,High Risk Transaction
ORD1249,CUST299,Home,COD,1848.76,10,3,7.0,3.0,Yes,Tier 2,4.0,Severe Delay,Normal Order,1663.88,Standard Order
ORD1250,CUST254,Electronics,DEBIT CARD,555.7,0,2,7.0,5.0,Yes,Tier 2,5.0,Severe Delay,Normal Order,555.7,Standard Order
ORD1251,CUST236,Fashion,COD,3186.06,50,3,7.0,3.0,No,Tier 2,4.0,Severe Delay,Normal Order,1593.03,Standard Order
ORD1252,CUST161,Books,COD,969.51,15,5,7.0,3.0,No,Tier 3,2.0,Unknown Status,Normal Order,824.08,Standard Order
ORD1253,CUST264,Home,CREDIT CARD,719.06,0,7,7.0,3.0,No,Tier 2,0.0,On-Time,Normal Order,719.06,Standard Order
ORD1254,CUST324,Home,UPI,447.9,50,7,7.0,3.0,No,Tier 2,0.0,On-Time,Normal Order,223.95,Standard Order
ORD1255,CUST150,Electronics,CREDIT CARD,664.21,15,5,7.0,4.0,No,Tier 1,2.0,Unknown Status,Normal Order,564.58,Standard Order
ORD1256,CUST333,Books,CREDIT CARD,233.41,30,7,7.0,5.0,No,Tier 3,0.0,On-Time,Normal Order,163.39,Standard Order
ORD1257,CUST271,Beauty,COD,1512.93,30,5,7.0,2.0,No,Tier 1,2.0,Unknown Status,Normal Order,1059.05,Standard Order
ORD1258,CUST251, Home ,UPI,2969.93,5,2,7.0,5.0,No,Tier 1,5.0,Severe Delay,Normal Order,2821.43,Loyal & Satisfied
ORD1259,CUST306,Electronics,UPI,1394.37,50,6,7.0,5.0,No,Tier 2,1.0,Unknown Status,Normal Order,697.18,Loyal & Satisfied
ORD1260,CUST158,Beauty,CREDIT CARD,571.3,0,3,7.0,5.0,No,Tier 1,4.0,Severe Delay,Normal Order,571.3,Standard Order
ORD1261,CUST217,Books,UPI,251.37,20,5,7.0,3.0,No,Tier 1,2.0,Unknown Status,Normal Order,201.1,Standard Order
ORD1262,CUST259,Home,CREDIT CARD,562.4,30,3,7.0,4.0,No,Tier 2,4.0,Severe Delay,Normal Order,393.68,Standard Order
ORD1265,CUST332,Beauty,CREDIT CARD,512.09,15,2,7.0,4.0,No,Tier 3,5.0,Severe Delay,Normal Order,435.28,Standard Order
ORD1266,CUST279,Home,DEBIT CARD,2108.33,5,7,7.0,3.0,No,Tier 1,0.0,On-Time,Normal Order,2002.91,Standard Order
ORD1267,CUST212,Home,CREDIT CARD,3225.36,0,3,7.0,3.0,No,Tier 1,4.0,Severe Delay,Normal Order,3225.36,Standard Order
ORD1268,CUST161,Fashion,CREDIT CARD,1107.56,50,6,7.0,4.0,No,Tier 2,1.0,Unknown Status,Normal Order,553.78,Standard Order
ORD1269,CUST340,Books,CREDIT CARD,2784.18,10,7,7.0,5.0,No,Tier 1,0.0,On-Time,Normal Order,2505.76,Loyal & Satisfied
ORD1270,CUST285,Electronics,UPI,1413.37,10,6,7.0,2.0,No,Tier 2,1.0,Unknown Status,Normal Order,1272.03,Standard Order
ORD1272,CUST111,Fashion,UPI,1320.7,15,2,7.0,4.0,No,Tier 2,5.0,Severe Delay,Normal Order,1122.6,Standard Order
ORD1273,CUST138,Electronics,UPI,1133.12,30,5,7.0,4.0,No,Tier 2,2.0,Unknown Status,Normal Order,793.18,Standard Order
ORD1274,CUST229,Fashion,DEBIT CARD,601.14,15,3,7.0,5.0,No,Tier 2,4.0,Severe Delay,Normal Order,510.97,Standard Order
ORD1275,CUST230, Home ,CREDIT CARD,741.87,30,4,7.0,5.0,No,Tier 2,3.0,Severe Delay,Normal Order,519.31,Standard Order
ORD1276,CUST212,Beauty,UPI,713.67,30,4,7.0,4.0,Yes,Tier 2,3.0,Severe Delay,Normal Order,499.57,High Risk Transaction
ORD1277,CUST200,Electronics,COD,1442.73,10,2,7.0,5.0,No,Tier 1,5.0,Severe Delay,Normal Order,1298.46,Loyal & Satisfied
ORD1278,CUST212,Electronics,DEBIT CARD,391.67,15,3,7.0,3.0,No,Tier 1,4.0,Severe Delay,Normal Order,332.92,Standard Order
ORD1279,CUST283,Electronics,UPI,3929.61,5,3,7.0,3.0,No,Tier 1,4.0,Severe Delay,Normal Order,3733.13,Standard Order
ORD1280,CUST180,Electronics,UPI,2112.96,30,2,7.0,3.0,No,Tier 1,5.0,Severe Delay,Normal Order,1479.07,Standard Order
ORD1281,CUST286,Electronics,COD,969.86,20,3,7.0,2.0,No,Tier 1,4.0,Severe Delay,Normal Order,775.89,Standard Order
ORD1282,CUST212,Fashion,CREDIT CARD,459.08,20,5,7.0,3.0,No,Tier 2,2.0,Unknown Status,Normal Order,367.26,Standard Order
ORD1284,CUST229,Home,UPI,2804.02,20,5,7.0,5.0,No,Tier 2,2.0,Unknown Status,Normal Order,2243.22,Loyal & Satisfied
ORD1285,CUST319,Home,UPI,2118.7,0,3,7.0,3.0,No,Tier 3,4.0,Severe Delay,Normal Order,2118.7,Standard Order
ORD1286,CUST153,Home,UPI,675.25,30,2,7.0,5.0,No,Tier 1,5.0,Severe Delay,Normal Order,472.67,Standard Order
ORD1287,CUST186,Home,UPI,972.37,5,3,7.0,1.0,No,Tier 1,4.0,Severe Delay,Normal Order,923.75,Standard Order
ORD1288,CUST328,Fashion,DEBIT CARD,362.63,15,2,7.0,4.0,No,Tier 1,5.0,Severe Delay,Normal Order,308.24,Standard Order
ORD1289,CUST323,Books,UPI,514.3,30,3,7.0,5.0,No,Tier 2,4.0,Severe Delay,Normal Order,360.01,Standard Order
ORD1290,CUST324,Beauty,COD,2491.9,5,5,7.0,1.0,No,Tier 1,2.0,Unknown Status,Normal Order,2367.3,Standard Order
ORD1291,CUST228,Electronics,DEBIT CARD,2083.1,10,5,7.0,5.0,Yes,Tier 1,2.0,Unknown Status,Normal Order,1874.79,Standard Order
ORD1292,CUST246, Books ,CREDIT CARD,1550.2,15,3,7.0,4.0,No,Tier 2,4.0,Severe Delay,Normal Order,1317.67,Loyal & Satisfied
ORD1293,CUST225,Home,DEBIT CARD,3591.11,10,2,7.0,5.0,No,Tier 1,5.0,Severe Delay,Normal Order,3232.0,Loyal & Satisfied
ORD1296,CUST271,Electronics,DEBIT CARD,824.12,20,5,7.0,5.0,No,Tier 2,2.0,Unknown Status,Normal Order,659.3,Standard Order
ORD1298,CUST259,Beauty,UPI,329.51,30,4,7.0,1.0,No,Tier 3,3.0,Severe Delay,Normal Order,230.66,Standard Order
ORD1299,CUST297,Beauty,CREDIT CARD,4208.03,0,3,7.0,5.0,No,Tier 2,4.0,Severe Delay,Normal Order,4208.03,Loyal & Satisfied
ORD1300,CUST259, Home ,CREDIT CARD,2829.22,15,2,7.0,4.0,No,Tier 1,5.0,Severe Delay,Normal Order,2404.84,Loyal & Satisfied
ORD1301,CUST346,Electronics,UPI,408.77,15,7,7.0,4.0,No,Tier 1,0.0,On-Time,Normal Order,347.45,Standard Order
ORD1302,CUST167,Books,UPI,1448.56,50,3,7.0,1.0,No,Tier 1,4.0,Severe Delay,Normal Order,724.28,Standard Order
ORD1303,CUST282,Fashion,UPI,3221.02,30,6,7.0,4.0,Yes,Tier 3,1.0,Unknown Status,Normal Order,2254.71,High Risk Transaction
ORD1304,CUST302,Fashion,UPI,1472.28,30,5,7.0,4.0,No,Tier 3,2.0,Unknown Status,Normal Order,1030.6,Loyal & Satisfied
ORD1305,CUST283,Beauty,UPI,3765.96,10,6,7.0,3.0,No,Tier 2,1.0,Unknown Status,Normal Order,3389.36,Standard Order
ORD1306,CUST222,Home,UPI,4496.63,50,5,7.0,4.0,No,Tier 3,2.0,Unknown Status,High Value Order,2248.32,Loyal & Satisfied
ORD1307,CUST244,Fashion,CREDIT CARD,1023.27,20,5,7.0,5.0,No,Tier 1,2.0,Unknown Status,Normal Order,818.62,Standard Order
ORD1308,CUST137,Electronics,UPI,910.57,10,6,7.0,5.0,No,Tier 1,1.0,Unknown Status,Normal Order,819.51,Standard Order
ORD1309,CUST123, Beauty ,DEBIT CARD,4330.85,50,6,7.0,4.0,No,Tier 3,1.0,Unknown Status,Normal Order,2165.43,Loyal & Satisfied
ORD1310,CUST168,Books,COD,1886.54,10,3,7.0,4.0,No,Tier 2,4.0,Severe Delay,Normal Order,1697.89,Loyal & Satisfied
ORD1311,CUST215,Beauty,CREDIT CARD,384.99,20,7,7.0,4.0,No,Tier 2,0.0,On-Time,Normal Order,307.99,Standard Order
ORD1312,CUST197,Books,UPI,264.82,50,7,7.0,5.0,No,Tier 2,0.0,On-Time,Normal Order,132.41,Standard Order
ORD1314,CUST313, Beauty ,COD,4192.56,0,3,7.0,2.0,Yes,Tier 2,4.0,Severe Delay,Normal Order,4192.56,Standard Order
ORD1315,CUST238,Beauty,CREDIT CARD,2989.24,10,7,7.0,4.0,No,Tier 3,0.0,On-Time,Normal Order,2690.32,Loyal & Satisfied
ORD1316,CUST339,Books,UPI,1889.81,10,3,7.0,3.0,No,Tier 2,4.0,Severe Delay,Normal Order,1700.83,Standard Order
ORD1318,CUST196,Beauty,UPI,640.01,20,5,7.0,5.0,No,Tier 3,2.0,Unknown Status,Normal Order,512.01,Standard Order
ORD1319,CUST300,Fashion,UPI,3325.31,5,7,7.0,2.0,No,Tier 1,0.0,On-Time,Normal Order,3159.04,Standard Order
ORD1320,CUST223,Home,CREDIT CARD,502.82,0,7,7.0,5.0,Yes,Tier 3,0.0,On-Time,Normal Order,502.82,Standard Order
ORD1321,CUST286,Home,UPI,689.51,50,5,7.0,3.0,Yes,Tier 2,2.0,Unknown Status,Normal Order,344.76,High Risk Transaction
ORD1322,CUST169,Home,CREDIT CARD,408.2,50,6,7.0,5.0,Yes,Tier 2,1.0,Unknown Status,Normal Order,204.1,High Risk Transaction
ORD1323,CUST307,Books,DEBIT CARD,1891.02,50,5,7.0,5.0,No,Tier 2,2.0,Unknown Status,Normal Order,945.51,Loyal & Satisfied
ORD1324,CUST192,Books,COD,4523.13,0,7,7.0,1.0,No,Tier 1,0.0,On-Time,High Value Order,4523.13,Standard Order
ORD1325,CUST102,Fashion,CREDIT CARD,669.95,50,7,7.0,4.0,Yes,Tier 1,0.0,On-Time,Normal Order,334.98,High Risk Transaction
ORD1326,CUST247, Home ,DEBIT CARD,1167.7,50,6,7.0,3.0,No,Tier 3,1.0,Unknown Status,Normal Order,583.85,Standard Order
ORD1328,CUST263,Beauty,CREDIT CARD,11503.37,30,2,7.0,5.0,No,Tier 1,5.0,Severe Delay,High Value Order,8052.36,Loyal & Satisfied
ORD1329,CUST246,Books,COD,366.08,30,2,7.0,4.0,No,Tier 3,5.0,Severe Delay,Normal Order,256.26,Standard Order
ORD1330,CUST189,Home,COD,1235.44,15,6,7.0,4.0,No,Tier 3,1.0,Unknown Status,Normal Order,1050.12,Standard Order
ORD1331,CUST294,Fashion,DEBIT CARD,929.49,15,5,7.0,4.0,No,Tier 2,2.0,Unknown Status,Normal Order,790.07,Standard Order
ORD1332,CUST246,Fashion,UPI,3212.86,50,5,7.0,5.0,No,Tier 1,2.0,Unknown Status,Normal Order,1606.43,Loyal & Satisfied
ORD1333,CUST247,Home,CREDIT CARD,1169.3,20,3,7.0,4.0,No,Tier 3,4.0,Severe Delay,Normal Order,935.44,Standard Order
ORD1334,CUST195,Books,CREDIT CARD,376.45,50,7,7.0,3.0,No,Tier 2,0.0,On-Time,Normal Order,188.22,Standard Order
ORD1335,CUST298, Fashion ,CREDIT CARD,1709.42,15,4,7.0,4.0,No,Tier 3,3.0,Severe Delay,Normal Order,1453.01,Loyal & Satisfied
ORD1336,CUST151,Beauty,CREDIT CARD,2409.61,0,6,7.0,2.0,No,Tier 3,1.0,Unknown Status,Normal Order,2409.61,Standard Order
ORD1337,CUST332, Fashion ,UPI,204.33,0,4,7.0,5.0,No,Tier 3,3.0,Severe Delay,Normal Order,204.33,Standard Order
ORD1338,CUST260,Electronics,UPI,3138.03,5,4,7.0,1.0,No,Tier 2,3.0,Severe Delay,Normal Order,2981.13,Standard Order
ORD1339,CUST267,Electronics,UPI,508.73,30,6,7.0,4.0,No,Tier 1,1.0,Unknown Status,Normal Order,356.11,Standard Order
ORD1340,CUST227,Books,CREDIT CARD,1404.68,20,5,7.0,3.0,No,Tier 1,2.0,Unknown Status,Normal Order,1123.74,Standard Order
ORD1341,CUST138,Home,UPI,1006.26,10,6,7.0,3.0,No,Tier 1,1.0,Unknown Status,Normal Order,905.63,Standard Order
ORD1342,CUST181,Books,COD,2107.6,30,4,7.0,4.0,No,Tier 1,3.0,Severe Delay,Normal Order,1475.32,Loyal & Satisfied
ORD1343,CUST203,Books,CREDIT CARD,895.82,10,7,7.0,4.0,No,Tier 2,0.0,On-Time,Normal Order,806.24,Standard Order
ORD1344,CUST228, Books ,UPI,3257.6,5,7,7.0,5.0,No,Tier 2,0.0,On-Time,Normal Order,3094.72,Loyal & Satisfied
ORD1345,CUST110,Books,COD,2166.76,5,7,7.0,3.0,No,Tier 3,0.0,On-Time,Normal Order,2058.42,Standard Order
ORD1346,CUST319,Beauty,CREDIT CARD,1764.96,50,5,7.0,3.0,No,Tier 1,2.0,Unknown Status,Normal Order,882.48,Standard Order
ORD1347,CUST284,Beauty,COD,2586.22,15,2,7.0,5.0,No,Tier 2,5.0,Severe Delay,Normal Order,2198.29,Loyal & Satisfied
ORD1348,CUST316,Fashion,UPI,2303.78,5,6,7.0,4.0,No,Tier 1,1.0,Unknown Status,Normal Order,2188.59,Loyal & Satisfied
ORD1350,CUST250, Books ,UPI,953.13,10,6,7.0,5.0,No,Tier 1,1.0,Unknown Status,Normal Order,857.82,Standard Order
ORD1351,CUST258,Fashion,UPI,4206.29,15,7,7.0,5.0,No,Tier 2,0.0,On-Time,Normal Order,3575.35,Loyal & Satisfied
ORD1352,CUST321,Electronics,UPI,401.54,5,5,7.0,4.0,No,Tier 1,2.0,Unknown Status,Normal Order,381.46,Standard Order
ORD1353,CUST141,Home,UPI,2203.95,30,2,7.0,4.0,No,Tier 2,5.0,Severe Delay,Normal Order,1542.76,Loyal & Satisfied
ORD1354,CUST198,Beauty,DEBIT CARD,5709.03,5,2,7.0,5.0,Yes,Tier 1,5.0,Severe Delay,High Value Order,5423.58,Standard Order
ORD1355,CUST106,Electronics,DEBIT CARD,280.42,15,7,7.0,2.0,No,Tier 3,0.0,On-Time,Normal Order,238.36,Standard Order
ORD1356,CUST243,Home,UPI,1919.47,50,5,7.0,2.0,No,Tier 3,2.0,Unknown Status,Normal Order,959.74,Standard Order
ORD1357,CUST189,Electronics,DEBIT CARD,1147.1,20,3,7.0,4.0,No,Tier 3,4.0,Severe Delay,Normal Order,917.68,Standard Order
ORD1358,CUST211,Beauty,CREDIT CARD,1498.31,15,6,7.0,4.0,Yes,Tier 3,1.0,Unknown Status,Normal Order,1273.56,Standard Order
ORD1359,CUST348,Beauty,CREDIT CARD,333.81,10,6,7.0,4.0,No,Tier 3,1.0,Unknown Status,Normal Order,300.43,Standard Order
ORD1361,CUST159,Books,UPI,1848.82,30,5,7.0,4.0,No,Tier 2,2.0,Unknown Status,Normal Order,1294.17,Loyal & Satisfied
ORD1362,CUST212,Electronics,CREDIT CARD,2800.03,0,4,7.0,4.0,No,Tier 1,3.0,Severe Delay,Normal Order,2800.03,Loyal & Satisfied
ORD1363,CUST101,Electronics,CREDIT CARD,2485.0,15,7,7.0,1.0,No,Tier 1,0.0,On-Time,Normal Order,2112.25,Standard Order
ORD1364,CUST228,Home,CREDIT CARD,1377.25,50,4,7.0,3.0,No,Tier 1,3.0,Severe Delay,Normal Order,688.62,Standard Order
ORD1365,CUST147,Beauty,UPI,357.82,10,2,7.0,4.0,No,Tier 2,5.0,Severe Delay,Normal Order,322.04,Standard Order
ORD1366,CUST239,Electronics,UPI,1947.34,30,6,7.0,5.0,No,Tier 2,1.0,Unknown Status,Normal Order,1363.14,Loyal & Satisfied
ORD1367,CUST296,Beauty,UPI,615.39,20,4,7.0,3.0,Yes,Tier 3,3.0,Severe Delay,Normal Order,492.31,Standard Order
ORD1368,CUST136,Electronics,UPI,3829.84,30,2,7.0,4.0,No,Tier 3,5.0,Severe Delay,Normal Order,2680.89,Loyal & Satisfied
ORD1369,CUST259, Fashion ,UPI,2932.7,15,5,7.0,5.0,No,Tier 1,2.0,Unknown Status,Normal Order,2492.79,Loyal & Satisfied
ORD1370,CUST346,Books,UPI,2053.62,5,4,7.0,4.0,No,Tier 2,3.0,Severe Delay,Normal Order,1950.94,Loyal & Satisfied
ORD1371,CUST108,Electronics,DEBIT CARD,4659.37,50,7,7.0,1.0,No,Tier 3,0.0,On-Time,High Value Order,2329.68,Standard Order
ORD1372,CUST332,Beauty,CREDIT CARD,247.89,15,7,7.0,4.0,No,Tier 1,0.0,On-Time,Normal Order,210.71,Standard Order
ORD1373,CUST198,Fashion,COD,2198.85,0,7,7.0,3.0,Yes,Tier 2,0.0,On-Time,Normal Order,2198.85,Standard Order
ORD1374,CUST246,Electronics,COD,801.26,15,6,7.0,4.0,No,Tier 1,1.0,Unknown Status,Normal Order,681.07,Standard Order
ORD1375,CUST147, Home ,UPI,3747.74,20,4,7.0,2.0,No,Tier 2,3.0,Severe Delay,Normal Order,2998.19,Standard Order
ORD1376,CUST307,Books,UPI,665.25,20,5,7.0,5.0,No,Tier 1,2.0,Unknown Status,Normal Order,532.2,Standard Order
ORD1377,CUST230,Electronics,COD,2135.69,15,4,7.0,2.0,No,Tier 3,3.0,Severe Delay,Normal Order,1815.34,Standard Order
ORD1378,CUST247,Fashion,DEBIT CARD,3351.27,20,6,7.0,4.0,No,Tier 2,1.0,Unknown Status,Normal Order,2681.02,Loyal & Satisfied
ORD1379,CUST251,Home,CREDIT CARD,263.82,5,2,7.0,4.0,No,Tier 1,5.0,Severe Delay,Normal Order,250.63,Standard Order
ORD1380,CUST153,Fashion,UPI,960.37,30,6,7.0,3.0,No,Tier 1,1.0,Unknown Status,Normal Order,672.26,Standard Order
ORD1381,CUST219, Fashion ,UPI,2355.18,15,7,7.0,4.0,No,Tier 2,0.0,On-Time,Normal Order,2001.9,Loyal & Satisfied
ORD1382,CUST260,Home,CREDIT CARD,1110.23,50,2,7.0,3.0,Yes,Tier 3,5.0,Severe Delay,Normal Order,555.12,High Risk Transaction
ORD1383,CUST251,Fashion,CREDIT CARD,666.43,5,7,7.0,4.0,Yes,Tier 2,0.0,On-Time,Normal Order,633.11,Standard Order
ORD1384,CUST215,Home,COD,572.32,30,3,7.0,4.0,No,Tier 2,4.0,Severe Delay,Normal Order,400.62,Standard Order
ORD1385,CUST174,Electronics,CREDIT CARD,411.51,50,6,7.0,4.0,No,Tier 1,1.0,Unknown Status,Normal Order,205.76,Standard Order
ORD1386,CUST212,Home,UPI,3118.73,50,6,7.0,5.0,No,Tier 2,1.0,Unknown Status,Normal Order,1559.36,Loyal & Satisfied
ORD1387,CUST299,Home,UPI,1484.75,50,5,7.0,4.0,No,Tier 2,2.0,Unknown Status,Normal Order,742.38,Loyal & Satisfied
ORD1388,CUST263,Books,COD,319.19,30,4,7.0,4.0,No,Tier 2,3.0,Severe Delay,Normal Order,223.43,Standard Order
ORD1389,CUST265, Home ,CREDIT CARD,923.31,5,2,7.0,1.0,No,Tier 1,5.0,Severe Delay,Normal Order,877.14,Standard Order
ORD1390,CUST203, Home ,COD,887.67,50,2,7.0,4.0,No,Tier 2,5.0,Severe Delay,Normal Order,443.84,Standard Order
ORD1391,CUST183,Electronics,CREDIT CARD,500.86,50,5,7.0,5.0,No,Tier 2,2.0,Unknown Status,Normal Order,250.43,Standard Order
ORD1392,CUST326,Books,CREDIT CARD,1057.74,10,5,7.0,3.0,No,Tier 3,2.0,Unknown Status,Normal Order,951.97,Standard Order
ORD1393,CUST211,Beauty,DEBIT CARD,805.42,15,4,7.0,5.0,No,Tier 3,3.0,Severe Delay,Normal Order,684.61,Standard Order
ORD1394,CUST316,Electronics,UPI,827.38,30,7,7.0,3.0,No,Tier 2,0.0,On-Time,Normal Order,579.17,Standard Order
ORD1395,CUST198,Electronics,UPI,2215.0,30,4,7.0,5.0,No,Tier 2,3.0,Severe Delay,Normal Order,1550.5,Loyal & Satisfied
ORD1396,CUST252, Beauty ,UPI,578.98,20,6,7.0,2.0,No,Tier 1,1.0,Unknown Status,Normal Order,463.18,Standard Order
ORD1398,CUST245, Fashion ,CREDIT CARD,1468.22,5,3,7.0,4.0,No,Tier 1,4.0,Severe Delay,Normal Order,1394.81,Loyal & Satisfied
ORD1399,CUST227,Books,UPI,1459.32,30,4,7.0,3.0,No,Tier 1,3.0,Severe Delay,Normal Order,1021.52,Standard Order
ORD1400,CUST209,Fashion,COD,1831.54,10,5,7.0,3.0,No,Tier 1,2.0,Unknown Status,Normal Order,1648.39,Standard Order
ORD1401,CUST181,Beauty,DEBIT CARD,1392.38,15,7,7.0,4.0,Yes,Tier 3,0.0,On-Time,Normal Order,1183.52,Standard Order
ORD1402,CUST293, Electronics ,CREDIT CARD,3371.11,15,4,7.0,4.0,No,Tier 1,3.0,Severe Delay,Normal Order,2865.44,Loyal & Satisfied
ORD1403,CUST153,Electronics,UPI,1888.57,30,2,7.0,3.0,No,Tier 2,5.0,Severe Delay,Normal Order,1322.0,Standard Order
